,Retail Sales Exp MoM,Retail Sales MoM,Retail Sales Release,Payrolls,Citi Suprise,Payrolls,Payrolls Exp,Payrolls Release,ISM Manufacturing,ISM Manufacturing Exp,ISM Manufacturing Release,S&P 500 TR,S&P 500 Price
2011-09-07,0.2,0.2,20110914.0,107.0,-54.7,107.0,68.0,20110902.0,52.8,48.5,20110901.0,2043.05,1198.62
2011-09-08,0.2,0.2,20110914.0,107.0,-42.3,107.0,68.0,20110902.0,52.8,48.5,20110901.0,2021.42,1185.9
2011-09-09,0.2,0.2,20110914.0,107.0,-41.8,107.0,68.0,20110902.0,52.8,48.5,20110901.0,1967.47,1154.23
2011-09-12,0.2,0.2,20110914.0,107.0,-39.5,107.0,68.0,20110902.0,52.8,48.5,20110901.0,1981.3,1162.27
2011-09-13,0.2,0.2,20110914.0,107.0,-38.5,107.0,68.0,20110902.0,52.8,48.5,20110901.0,2000.08,1172.87
2011-09-14,0.2,0.2,20110914.0,107.0,-39.4,107.0,68.0,20110902.0,52.8,48.5,20110901.0,2027.04,1188.68
2011-09-15,0.2,0.2,20110914.0,107.0,-42.2,107.0,68.0,20110902.0,52.8,48.5,20110901.0,2062.25,1209.11
2011-09-16,0.2,0.2,20110914.0,107.0,-43.1,107.0,68.0,20110902.0,52.8,48.5,20110901.0,2074.06,1216.01
2011-09-19,0.2,0.2,20110914.0,107.0,-42.2,107.0,68.0,20110902.0,52.8,48.5,20110901.0,2053.74,1204.09
2011-09-20,0.2,0.2,20110914.0,107.0,-42.3,107.0,68.0,20110902.0,52.8,48.5,20110901.0,2050.39,1202.09
2011-09-21,0.2,0.2,20110914.0,107.0,-41.0,107.0,68.0,20110902.0,52.8,48.5,20110901.0,1990.2,1166.76
2011-09-22,0.2,0.2,20110914.0,107.0,-41.0,107.0,68.0,20110902.0,52.8,48.5,20110901.0,1926.76,1129.56
2011-09-23,0.2,0.2,20110914.0,107.0,-40.8,107.0,68.0,20110902.0,52.8,48.5,20110901.0,1938.73,1136.43
2011-09-26,0.2,0.2,20110914.0,107.0,-40.4,107.0,68.0,20110902.0,52.8,48.5,20110901.0,1983.97,1162.95
2011-09-27,0.2,0.2,20110914.0,107.0,-41.8,107.0,68.0,20110902.0,52.8,48.5,20110901.0,2005.19,1175.38
2011-09-28,0.2,0.2,20110914.0,107.0,-42.0,107.0,68.0,20110902.0,52.8,48.5,20110901.0,1964.2,1151.06
2011-09-29,0.2,0.2,20110914.0,107.0,-36.5,107.0,68.0,20110902.0,52.8,48.5,20110901.0,1980.23,1160.4
2011-09-30,0.7,1.0,20111014.0,246.0,-29.5,246.0,60.0,20111007.0,52.7,50.5,20111003.0,1930.79,1131.42
2011-10-03,0.7,1.0,20111014.0,246.0,-23.3,246.0,60.0,20111007.0,52.7,50.5,20111003.0,1875.95,1099.23
2011-10-04,0.7,1.0,20111014.0,246.0,-21.9,246.0,60.0,20111007.0,52.7,50.5,20111003.0,1918.39,1123.95
2011-10-05,0.7,1.0,20111014.0,246.0,-16.6,246.0,60.0,20111007.0,52.7,50.5,20111003.0,1953.67,1144.03
2011-10-06,0.7,1.0,20111014.0,246.0,-14.7,246.0,60.0,20111007.0,52.7,50.5,20111003.0,1989.61,1164.97
2011-10-07,0.7,1.0,20111014.0,246.0,-7.5,246.0,60.0,20111007.0,52.7,50.5,20111003.0,1973.42,1155.46
2011-10-10,0.7,1.0,20111014.0,246.0,-3.1,246.0,60.0,20111007.0,52.7,50.5,20111003.0,2040.76,1194.89
2011-10-11,0.7,1.0,20111014.0,246.0,-2.5,246.0,60.0,20111007.0,52.7,50.5,20111003.0,2041.9,1195.54
2011-10-12,0.7,1.0,20111014.0,246.0,-1.5,246.0,60.0,20111007.0,52.7,50.5,20111003.0,2062.22,1207.25
2011-10-13,0.7,1.0,20111014.0,246.0,-0.6,246.0,60.0,20111007.0,52.7,50.5,20111003.0,2056.26,1203.66
2011-10-14,0.7,1.0,20111014.0,246.0,2.2,246.0,60.0,20111007.0,52.7,50.5,20111003.0,2091.99,1224.58
2011-10-17,0.7,1.0,20111014.0,246.0,2.0,246.0,60.0,20111007.0,52.7,50.5,20111003.0,2051.54,1200.86
2011-10-18,0.7,1.0,20111014.0,246.0,10.6,246.0,60.0,20111007.0,52.7,50.5,20111003.0,2093.43,1225.38
2011-10-19,0.7,1.0,20111014.0,246.0,8.5,246.0,60.0,20111007.0,52.7,50.5,20111003.0,2067.28,1209.88
2011-10-20,0.7,1.0,20111014.0,246.0,14.4,246.0,60.0,20111007.0,52.7,50.5,20111003.0,2076.75,1215.39
2011-10-21,0.7,1.0,20111014.0,246.0,14.8,246.0,60.0,20111007.0,52.7,50.5,20111003.0,2115.86,1238.25
2011-10-24,0.7,1.0,20111014.0,246.0,17.0,246.0,60.0,20111007.0,52.7,50.5,20111003.0,2143.13,1254.19
2011-10-25,0.7,1.0,20111014.0,246.0,11.9,246.0,60.0,20111007.0,52.7,50.5,20111003.0,2100.17,1229.05
2011-10-26,0.7,1.0,20111014.0,246.0,14.9,246.0,60.0,20111007.0,52.7,50.5,20111003.0,2122.32,1242.0
2011-10-27,0.7,1.0,20111014.0,246.0,15.2,246.0,60.0,20111007.0,52.7,50.5,20111003.0,2195.22,1284.59
2011-10-28,0.7,1.0,20111014.0,246.0,17.8,246.0,60.0,20111007.0,52.7,50.5,20111003.0,2196.13,1285.09
2011-10-31,0.3,0.8,20111115.0,202.0,18.0,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2141.81,1253.3
2011-11-01,0.3,0.8,20111115.0,202.0,14.5,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2081.97,1218.28
2011-11-02,0.3,0.8,20111115.0,202.0,14.0,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2115.7,1237.9
2011-11-03,0.3,0.8,20111115.0,202.0,13.6,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2155.87,1261.15
2011-11-04,0.3,0.8,20111115.0,202.0,18.7,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2142.34,1253.23
2011-11-07,0.3,0.8,20111115.0,202.0,21.6,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2156.0,1261.12
2011-11-08,0.3,0.8,20111115.0,202.0,23.6,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2182.61,1275.92
2011-11-09,0.3,0.8,20111115.0,202.0,24.3,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2102.72,1229.1
2011-11-10,0.3,0.8,20111115.0,202.0,31.8,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2121.14,1239.69
2011-11-11,0.3,0.8,20111115.0,202.0,34.3,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2162.48,1263.85
2011-11-14,0.3,0.8,20111115.0,202.0,36.5,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2142.09,1251.78
2011-11-15,0.3,0.8,20111115.0,202.0,44.6,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2152.8,1257.81
2011-11-16,0.3,0.8,20111115.0,202.0,49.9,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2117.64,1236.91
2011-11-17,0.3,0.8,20111115.0,202.0,49.1,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2082.1,1216.13
2011-11-18,0.3,0.8,20111115.0,202.0,48.9,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2081.42,1215.65
2011-11-21,0.3,0.8,20111115.0,202.0,48.9,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2042.71,1192.98
2011-11-22,0.3,0.8,20111115.0,202.0,40.8,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2034.41,1188.04
2011-11-23,0.3,0.8,20111115.0,202.0,41.1,202.0,95.0,20111104.0,51.4,52.0,20111101.0,1989.54,1161.79
2011-11-24,0.3,0.8,20111115.0,202.0,41.1,202.0,95.0,20111104.0,51.4,52.0,20111101.0,1989.54,1161.79
2011-11-25,0.3,0.8,20111115.0,202.0,41.1,202.0,95.0,20111104.0,51.4,52.0,20111101.0,1984.5,1158.67
2011-11-28,0.3,0.8,20111115.0,202.0,40.5,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2042.8,1192.55
2011-11-29,0.3,0.8,20111115.0,202.0,51.4,202.0,95.0,20111104.0,51.4,52.0,20111101.0,2048.06,1195.19
2011-11-30,0.6,0.3,20111213.0,146.0,61.8,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2137.08,1246.96
2011-12-01,0.6,0.3,20111213.0,146.0,61.9,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2133.07,1244.58
2011-12-02,0.6,0.3,20111213.0,146.0,85.7,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2132.64,1244.28
2011-12-05,0.6,0.3,20111213.0,146.0,77.2,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2154.68,1257.08
2011-12-06,0.6,0.3,20111213.0,146.0,75.1,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2157.1,1258.47
2011-12-07,0.6,0.3,20111213.0,146.0,74.9,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2162.07,1261.01
2011-12-08,0.6,0.3,20111213.0,146.0,76.1,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2116.41,1234.35
2011-12-09,0.6,0.3,20111213.0,146.0,78.0,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2152.15,1255.19
2011-12-12,0.6,0.3,20111213.0,146.0,77.8,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2120.15,1236.47
2011-12-13,0.6,0.3,20111213.0,146.0,75.0,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2102.15,1225.73
2011-12-14,0.6,0.3,20111213.0,146.0,74.7,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2078.51,1211.82
2011-12-15,0.6,0.3,20111213.0,146.0,71.9,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2085.44,1215.75
2011-12-16,0.6,0.3,20111213.0,146.0,75.5,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2092.18,1219.66
2011-12-19,0.6,0.3,20111213.0,146.0,73.4,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2067.67,1205.35
2011-12-20,0.6,0.3,20111213.0,146.0,73.9,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2129.67,1241.3
2011-12-21,0.6,0.3,20111213.0,146.0,70.5,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2133.86,1243.72
2011-12-22,0.6,0.3,20111213.0,146.0,69.4,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2152.04,1254.0
2011-12-23,0.6,0.3,20111213.0,146.0,71.2,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2171.5,1265.33
2011-12-26,0.6,0.3,20111213.0,146.0,71.2,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2171.5,1265.33
2011-12-27,0.6,0.3,20111213.0,146.0,71.2,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2171.71,1265.43
2011-12-28,0.6,0.3,20111213.0,146.0,69.5,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2145.09,1249.64
2011-12-29,0.6,0.3,20111213.0,146.0,69.4,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2168.12,1263.02
2011-12-30,0.6,0.3,20111213.0,146.0,68.5,146.0,125.0,20111202.0,51.5,51.8,20111201.0,2158.94,1257.6
2012-01-02,0.3,0.1,20120112.0,207.0,68.5,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2158.94,1257.6
2012-01-03,0.3,0.1,20120112.0,207.0,65.0,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2192.4,1277.06
2012-01-04,0.3,0.1,20120112.0,207.0,63.6,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2193.28,1277.3
2012-01-05,0.3,0.1,20120112.0,207.0,73.4,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2199.73,1281.06
2012-01-06,0.3,0.1,20120112.0,207.0,91.9,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2194.98,1277.81
2012-01-09,0.3,0.1,20120112.0,207.0,89.7,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2200.0,1280.7
2012-01-10,0.3,0.1,20120112.0,207.0,88.8,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2219.58,1292.08
2012-01-11,0.3,0.1,20120112.0,207.0,87.8,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2220.48,1292.48
2012-01-12,0.3,0.1,20120112.0,207.0,77.4,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2225.74,1295.5
2012-01-13,0.3,0.1,20120112.0,207.0,72.4,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2214.73,1289.09
2012-01-16,0.3,0.1,20120112.0,207.0,69.3,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2214.73,1289.09
2012-01-17,0.3,0.1,20120112.0,207.0,68.9,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2222.59,1293.67
2012-01-18,0.3,0.1,20120112.0,207.0,69.9,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2247.64,1308.04
2012-01-19,0.3,0.1,20120112.0,207.0,71.6,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2258.8,1314.5
2012-01-20,0.3,0.1,20120112.0,207.0,71.2,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2260.37,1315.38
2012-01-23,0.3,0.1,20120112.0,207.0,70.6,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2261.47,1316.0
2012-01-24,0.3,0.1,20120112.0,207.0,69.9,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2259.22,1314.65
2012-01-25,0.3,0.1,20120112.0,207.0,69.0,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2278.83,1326.05
2012-01-26,0.3,0.1,20120112.0,207.0,68.6,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2265.84,1318.43
2012-01-27,0.3,0.1,20120112.0,207.0,65.4,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2262.35,1316.33
2012-01-30,0.3,0.1,20120112.0,207.0,63.5,207.0,155.0,20120106.0,52.6,53.5,20120103.0,2256.72,1313.01
2012-01-31,0.8,0.9,20120214.0,338.0,53.2,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2255.69,1312.41
2012-02-01,0.8,0.9,20120214.0,338.0,49.9,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2276.24,1324.09
2012-02-02,0.8,0.9,20120214.0,338.0,49.5,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2278.92,1325.54
2012-02-03,0.8,0.9,20120214.0,338.0,83.7,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2312.49,1344.9
2012-02-06,0.8,0.9,20120214.0,338.0,79.7,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2311.55,1344.33
2012-02-07,0.8,0.9,20120214.0,338.0,77.6,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2316.27,1347.05
2012-02-08,0.8,0.9,20120214.0,338.0,76.4,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2322.11,1349.96
2012-02-09,0.8,0.9,20120214.0,338.0,76.6,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2325.56,1351.95
2012-02-10,0.8,0.9,20120214.0,338.0,73.3,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2309.6,1342.64
2012-02-13,0.8,0.9,20120214.0,338.0,68.5,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2325.81,1351.77
2012-02-14,0.8,0.9,20120214.0,338.0,70.8,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2324.0,1350.5
2012-02-15,0.8,0.9,20120214.0,338.0,63.3,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2312.28,1343.23
2012-02-16,0.8,0.9,20120214.0,338.0,65.5,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2338.12,1358.04
2012-02-17,0.8,0.9,20120214.0,338.0,64.9,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2343.67,1361.23
2012-02-20,0.8,0.9,20120214.0,338.0,63.2,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2343.67,1361.23
2012-02-21,0.8,0.9,20120214.0,338.0,61.8,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2345.41,1362.21
2012-02-22,0.8,0.9,20120214.0,338.0,59.8,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2337.67,1357.66
2012-02-23,0.8,0.9,20120214.0,338.0,58.3,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2348.11,1363.46
2012-02-24,0.8,0.9,20120214.0,338.0,58.0,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2352.34,1365.74
2012-02-27,0.8,0.9,20120214.0,338.0,47.8,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2355.74,1367.59
2012-02-28,0.8,0.9,20120214.0,338.0,47.6,338.0,140.0,20120203.0,53.1,54.5,20120201.0,2364.03,1372.18
2012-02-29,1.1,1.2,20120313.0,257.0,49.9,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2353.23,1365.68
2012-03-01,1.1,1.2,20120313.0,257.0,45.1,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2367.87,1374.09
2012-03-02,1.1,1.2,20120313.0,257.0,45.1,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2360.28,1369.63
2012-03-05,1.1,1.2,20120313.0,257.0,48.2,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2351.28,1364.33
2012-03-06,1.1,1.2,20120313.0,257.0,47.5,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2315.21,1343.36
2012-03-07,1.1,1.2,20120313.0,257.0,46.9,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2331.89,1352.63
2012-03-08,1.1,1.2,20120313.0,257.0,45.6,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2355.01,1365.91
2012-03-09,1.1,1.2,20120313.0,257.0,39.0,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2363.56,1370.87
2012-03-12,1.1,1.2,20120313.0,257.0,38.3,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2364.1,1371.09
2012-03-13,1.1,1.2,20120313.0,257.0,41.0,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2407.79,1395.95
2012-03-14,1.1,1.2,20120313.0,257.0,39.9,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2404.98,1394.28
2012-03-15,1.1,1.2,20120313.0,257.0,41.0,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2419.37,1402.6
2012-03-16,1.1,1.2,20120313.0,257.0,33.1,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2422.09,1404.17
2012-03-19,1.1,1.2,20120313.0,257.0,31.6,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2431.73,1409.75
2012-03-20,1.1,1.2,20120313.0,257.0,30.8,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2424.46,1405.52
2012-03-21,1.1,1.2,20120313.0,257.0,29.6,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2420.02,1402.89
2012-03-22,1.1,1.2,20120313.0,257.0,29.0,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2402.71,1392.78
2012-03-23,1.1,1.2,20120313.0,257.0,27.4,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2410.16,1397.11
2012-03-26,1.1,1.2,20120313.0,257.0,24.2,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2443.64,1416.51
2012-03-27,1.1,1.2,20120313.0,257.0,23.6,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2437.01,1412.52
2012-03-28,1.1,1.2,20120313.0,257.0,21.5,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2425.55,1405.54
2012-03-29,1.1,1.2,20120313.0,257.0,19.6,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2421.7,1403.28
2012-03-30,1.1,1.2,20120313.0,257.0,18.9,257.0,210.0,20120309.0,53.5,54.5,20120301.0,2430.67,1408.47
2012-04-02,0.3,0.4,20120416.0,239.0,15.0,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2449.08,1419.04
2012-04-03,0.3,0.4,20120416.0,239.0,11.8,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2439.89,1413.38
2012-04-04,0.3,0.4,20120416.0,239.0,6.8,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2415.05,1398.96
2012-04-05,0.3,0.4,20120416.0,239.0,6.9,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2414.4,1398.08
2012-04-06,0.3,0.4,20120416.0,239.0,6.9,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2414.4,1398.08
2012-04-09,0.3,0.4,20120416.0,239.0,4.6,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2387.03,1382.2
2012-04-10,0.3,0.4,20120416.0,239.0,4.5,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2346.27,1358.59
2012-04-11,0.3,0.4,20120416.0,239.0,4.8,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2364.09,1368.71
2012-04-12,0.3,0.4,20120416.0,239.0,15.4,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2396.69,1387.57
2012-04-13,0.3,0.4,20120416.0,239.0,14.7,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2366.84,1370.26
2012-04-16,0.3,0.4,20120416.0,239.0,13.0,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2365.65,1369.57
2012-04-17,0.3,0.4,20120416.0,239.0,9.2,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2402.29,1390.78
2012-04-18,0.3,0.4,20120416.0,239.0,9.0,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2392.57,1385.14
2012-04-19,0.3,0.4,20120416.0,239.0,5.3,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2378.48,1376.92
2012-04-20,0.3,0.4,20120416.0,239.0,5.0,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2381.32,1378.53
2012-04-23,0.3,0.4,20120416.0,239.0,4.3,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2361.35,1366.94
2012-04-24,0.3,0.4,20120416.0,239.0,4.2,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2370.04,1371.97
2012-04-25,0.3,0.4,20120416.0,239.0,-0.1,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2402.71,1390.69
2012-04-26,0.3,0.4,20120416.0,239.0,-2.0,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2418.89,1399.98
2012-04-27,0.3,0.4,20120416.0,239.0,-8.0,239.0,205.0,20120406.0,53.6,53.0,20120402.0,2424.78,1403.36
2012-04-30,0.1,-0.4,20120515.0,75.0,-14.0,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2415.42,1397.91
2012-05-01,0.1,-0.4,20120515.0,75.0,-12.8,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2429.1,1405.82
2012-05-02,0.1,-0.4,20120515.0,75.0,-20.4,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2423.29,1402.31
2012-05-03,0.1,-0.4,20120515.0,75.0,-24.2,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2405.17,1391.57
2012-05-04,0.1,-0.4,20120515.0,75.0,-23.4,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2366.39,1369.1
2012-05-07,0.1,-0.4,20120515.0,75.0,-23.1,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2367.26,1369.58
2012-05-08,0.1,-0.4,20120515.0,75.0,-22.0,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2357.45,1363.72
2012-05-09,0.1,-0.4,20120515.0,75.0,-21.6,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2342.31,1354.58
2012-05-10,0.1,-0.4,20120515.0,75.0,-25.6,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2348.93,1357.99
2012-05-11,0.1,-0.4,20120515.0,75.0,-24.3,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2341.23,1353.39
2012-05-14,0.1,-0.4,20120515.0,75.0,-23.4,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2315.45,1338.35
2012-05-15,0.1,-0.4,20120515.0,75.0,-23.0,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2302.56,1330.66
2012-05-16,0.1,-0.4,20120515.0,75.0,-19.4,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2293.21,1324.8
2012-05-17,0.1,-0.4,20120515.0,75.0,-25.1,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2258.93,1304.86
2012-05-18,0.1,-0.4,20120515.0,75.0,-25.1,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2242.25,1295.22
2012-05-21,0.1,-0.4,20120515.0,75.0,-25.3,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2278.24,1315.99
2012-05-22,0.1,-0.4,20120515.0,75.0,-25.5,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2279.4,1316.63
2012-05-23,0.1,-0.4,20120515.0,75.0,-25.3,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2283.36,1318.86
2012-05-24,0.1,-0.4,20120515.0,75.0,-25.4,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2286.87,1320.68
2012-05-25,0.1,-0.4,20120515.0,75.0,-24.5,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2281.92,1317.82
2012-05-28,0.1,-0.4,20120515.0,75.0,-25.6,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2281.92,1317.82
2012-05-29,0.1,-0.4,20120515.0,75.0,-30.2,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2307.57,1332.42
2012-05-30,0.1,-0.4,20120515.0,75.0,-30.0,75.0,160.0,20120504.0,54.3,53.0,20120501.0,2275.19,1313.32
2012-05-31,-0.2,-0.2,20120613.0,115.0,-35.9,115.0,150.0,20120601.0,53.4,53.8,20120601.0,2270.25,1310.33
2012-06-01,-0.2,-0.2,20120613.0,115.0,-53.6,115.0,150.0,20120601.0,53.4,53.8,20120601.0,2214.41,1278.04
2012-06-04,-0.2,-0.2,20120613.0,115.0,-52.3,115.0,150.0,20120601.0,53.4,53.8,20120601.0,2214.7,1278.18
2012-06-05,-0.2,-0.2,20120613.0,115.0,-50.5,115.0,150.0,20120601.0,53.4,53.8,20120601.0,2227.45,1285.5
2012-06-06,-0.2,-0.2,20120613.0,115.0,-49.2,115.0,150.0,20120601.0,53.4,53.8,20120601.0,2279.42,1315.13
2012-06-07,-0.2,-0.2,20120613.0,115.0,-48.9,115.0,150.0,20120601.0,53.4,53.8,20120601.0,2279.28,1314.99
2012-06-08,-0.2,-0.2,20120613.0,115.0,-50.1,115.0,150.0,20120601.0,53.4,53.8,20120601.0,2297.82,1325.66
2012-06-11,-0.2,-0.2,20120613.0,115.0,-49.4,115.0,150.0,20120601.0,53.4,53.8,20120601.0,2268.94,1308.93
2012-06-12,-0.2,-0.2,20120613.0,115.0,-48.4,115.0,150.0,20120601.0,53.4,53.8,20120601.0,2295.4,1324.18
2012-06-13,-0.2,-0.2,20120613.0,115.0,-53.6,115.0,150.0,20120601.0,53.4,53.8,20120601.0,2280.13,1314.88
2012-06-14,-0.2,-0.2,20120613.0,115.0,-54.5,115.0,150.0,20120601.0,53.4,53.8,20120601.0,2304.83,1329.1
2012-06-15,-0.2,-0.2,20120613.0,115.0,-60.6,115.0,150.0,20120601.0,53.4,53.8,20120601.0,2328.66,1342.84
2012-06-18,-0.2,-0.2,20120613.0,115.0,-59.6,115.0,150.0,20120601.0,53.4,53.8,20120601.0,2332.07,1344.78
2012-06-19,-0.2,-0.2,20120613.0,115.0,-59.7,115.0,150.0,20120601.0,53.4,53.8,20120601.0,2355.01,1357.98
