,Retail Sales Exp MoM,Retail Sales MoM,Retail Sales Release,Payrolls,Citi Suprise,Payrolls,Payrolls Exp,Payrolls Release,ISM Manufacturing,ISM Manufacturing Exp,ISM Manufacturing Release,S&P 500 TR,S&P 500 Price
2001-10-22,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1532.55,1089.9
2001-10-23,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1525.35,1084.78
2001-10-24,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1525.96,1085.2
2001-10-25,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1546.9,1100.09
2001-10-26,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1553.26,1104.61
2001-10-29,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1516.39,1078.3
2001-10-30,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1490.44,1059.79
2001-10-31,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1490.58,1059.78
2001-11-01,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1524.96,1084.1
2001-11-02,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1529.35,1087.2
2001-11-05,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1551.39,1102.84
2001-11-06,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1573.93,1118.86
2001-11-07,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1570.16,1115.8
2001-11-08,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1574.09,1118.54
2001-11-09,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1576.61,1120.31
2001-11-12,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1573.82,1118.33
2001-11-13,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1603.27,1139.09
2001-11-14,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1606.64,1141.21
2001-11-15,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1608.09,1142.24
2001-11-16,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1603.17,1138.65
2001-11-19,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1620.66,1151.06
2001-11-20,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1608.9,1142.66
2001-11-21,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1601.02,1137.03
2001-11-22,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1601.02,1137.03
2001-11-23,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1619.78,1150.34
2001-11-26,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1629.76,1157.42
2001-11-27,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1618.62,1149.5
2001-11-28,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1589.37,1128.52
2001-11-29,2.5,6.7,20011114.0,-325.0,,-325.0,-300.0,20011102.0,40.8,44.5,20011101.0,1605.99,1140.2
2001-11-30,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1604.92,1139.45
2001-12-03,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1591.48,1129.9
2001-12-04,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1612.46,1144.8
2001-12-05,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1649.0,1170.35
2001-12-06,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1644.48,1167.1
2001-12-07,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1632.1,1158.31
2001-12-10,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1606.23,1139.93
2001-12-11,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1601.76,1136.76
2001-12-12,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1602.45,1137.07
2001-12-13,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1577.58,1119.38
2001-12-14,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1582.81,1123.09
2001-12-17,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1598.74,1134.36
2001-12-18,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1610.83,1142.92
2001-12-19,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1620.27,1149.56
2001-12-20,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1606.92,1139.93
2001-12-21,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1613.94,1144.89
2001-12-24,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1613.6,1144.65
2001-12-25,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1613.6,1144.65
2001-12-26,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1620.26,1149.37
2001-12-27,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1631.69,1157.13
2001-12-28,-3.1,-2.6,20011213.0,-293.0,,-293.0,-200.0,20011207.0,44.1,42.0,20011203.0,1637.23,1161.02
2001-12-31,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1618.98,1148.08
2002-01-01,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1618.98,1148.08
2002-01-02,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1628.51,1154.67
2002-01-03,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1643.48,1165.27
2002-01-04,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1653.69,1172.51
2002-01-07,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1642.95,1164.89
2002-01-08,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1637.48,1160.71
2002-01-09,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1629.7,1155.14
2002-01-10,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1631.72,1156.55
2002-01-11,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1616.35,1145.6
2002-01-14,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1606.2,1138.41
2002-01-15,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1617.18,1146.19
2002-01-16,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1591.04,1127.57
2002-01-17,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1607.02,1138.88
2002-01-18,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1591.08,1127.58
2002-01-21,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1591.08,1127.58
2002-01-22,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1579.41,1119.31
2002-01-23,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1591.94,1128.18
2002-01-24,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1597.55,1132.15
2002-01-25,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1599.14,1133.28
2002-01-28,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1598.86,1133.06
2002-01-29,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1553.23,1100.64
2002-01-30,-1.2,-1.1,20020115.0,-170.0,,-170.0,-155.0,20020104.0,45.3,46.0,20020102.0,1571.69,1113.57
2002-01-31,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1595.35,1130.2
2002-02-01,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1584.06,1122.2
2002-02-04,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1544.89,1094.44
2002-02-05,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1538.7,1090.02
2002-02-06,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1529.67,1083.51
2002-02-07,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1525.26,1080.17
2002-02-08,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1547.94,1096.22
2002-02-11,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1570.21,1111.94
2002-02-12,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1563.95,1107.5
2002-02-13,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1580.03,1118.51
2002-02-14,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1577.29,1116.48
2002-02-15,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1559.98,1104.18
2002-02-18,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1559.98,1104.18
2002-02-19,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1530.58,1083.34
2002-02-20,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1551.37,1097.98
2002-02-21,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1527.34,1080.95
2002-02-22,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1539.91,1089.84
2002-02-25,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1567.59,1109.43
2002-02-26,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1567.65,1109.38
2002-02-27,-0.2,0.0,20020213.0,-138.0,,-138.0,-50.0,20020201.0,47.5,50.0,20020201.0,1569.01,1109.89
2002-02-28,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1564.59,1106.73
2002-03-01,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1600.02,1131.78
2002-03-04,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1631.25,1153.84
2002-03-05,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1620.37,1146.14
2002-03-06,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1644.2,1162.77
2002-03-07,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1636.86,1157.54
2002-03-08,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1646.44,1164.31
2002-03-11,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1652.04,1168.26
2002-03-12,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1648.28,1165.58
2002-03-13,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1632.46,1154.09
2002-03-14,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1631.0,1153.04
2002-03-15,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1649.56,1166.16
2002-03-18,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1648.73,1165.55
2002-03-19,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1655.44,1170.29
2002-03-20,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1629.43,1151.85
2002-03-21,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1631.93,1153.59
2002-03-22,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1625.02,1148.7
2002-03-25,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1601.21,1131.87
2002-03-26,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1610.81,1138.49
2002-03-27,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1619.45,1144.58
2002-03-28,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1623.43,1147.39
2002-03-29,1.0,0.5,20020313.0,-134.0,,-134.0,0.0,20020308.0,50.7,51.0,20020301.0,1623.43,1147.39
2002-04-01,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1622.23,1146.54
2002-04-02,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1608.39,1136.76
2002-04-03,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1592.6,1125.4
2002-04-04,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1593.96,1126.34
2002-04-05,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1588.88,1122.73
2002-04-08,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1592.88,1125.29
2002-04-09,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1582.36,1117.8
2002-04-10,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1600.36,1130.46
2002-04-11,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1562.52,1103.69
2002-04-12,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1572.89,1111.01
2002-04-15,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1560.92,1102.55
2002-04-16,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1597.48,1128.37
2002-04-17,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1594.32,1126.07
2002-04-18,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1592.08,1124.47
2002-04-19,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1593.07,1125.17
2002-04-22,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1568.52,1107.83
2002-04-23,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1558.79,1100.96
2002-04-24,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1547.74,1093.14
2002-04-25,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1545.4,1091.48
2002-04-26,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1524.08,1076.32
2002-04-29,0.4,-0.3,20020412.0,-20.0,,-20.0,50.0,20020405.0,52.4,54.8,20020401.0,1508.75,1065.45
2002-04-30,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1525.0,1076.92
2002-05-01,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1538.65,1086.46
2002-05-02,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1536.16,1084.56
2002-05-03,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1520.44,1073.43
2002-05-06,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1491.05,1052.67
2002-05-07,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1486.57,1049.49
2002-05-08,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1542.53,1088.85
2002-05-09,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1520.39,1073.01
2002-05-10,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1494.87,1054.99
2002-05-13,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1522.8,1074.56
2002-05-14,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1555.04,1097.28
2002-05-15,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1546.73,1091.07
2002-05-16,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1556.93,1098.23
2002-05-17,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1569.17,1106.59
2002-05-20,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1548.31,1091.88
2002-05-21,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1531.32,1079.88
2002-05-22,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1540.12,1086.02
2002-05-23,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1555.82,1097.08
2002-05-24,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1537.02,1083.82
2002-05-27,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1537.02,1083.82
2002-05-28,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1523.89,1074.55
2002-05-29,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1514.33,1067.66
2002-05-30,0.6,1.6,20020514.0,-79.0,,-79.0,58.0,20020503.0,52.4,55.0,20020501.0,1510.25,1064.66
2002-05-31,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1513.77,1067.14
2002-06-03,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1476.26,1040.68
2002-06-04,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1476.28,1040.69
2002-06-05,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1489.88,1049.9
2002-06-06,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1460.5,1029.15
2002-06-07,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1458.21,1027.53
2002-06-10,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1462.78,1030.74
2002-06-11,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1438.47,1013.6
2002-06-12,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1448.16,1020.26
2002-06-13,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1433.01,1009.56
2002-06-14,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1429.78,1007.27
2002-06-17,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1470.84,1036.17
2002-06-18,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1472.25,1037.14
2002-06-19,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1447.98,1019.99
2002-06-20,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1428.55,1006.29
2002-06-21,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1404.21,989.14
2002-06-24,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1409.3,992.72
2002-06-25,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1385.77,976.14
2002-06-26,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1382.78,973.53
2002-06-27,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1407.11,990.64
2002-06-28,-0.3,-1.3,20020613.0,-7.0,,-7.0,68.0,20020607.0,53.1,54.7,20020603.0,1405.94,989.81
2002-07-01,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1375.88,968.65
2002-07-02,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1346.96,948.09
2002-07-03,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1355.4,953.99
2002-07-04,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1355.4,953.99
2002-07-05,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1405.2,989.03
2002-07-08,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1388.44,976.98
2002-07-09,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1354.23,952.83
2002-07-10,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1308.3,920.47
2002-07-11,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1318.18,927.37
2002-07-12,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1309.68,921.39
2002-07-15,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1304.76,917.93
2002-07-16,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1280.78,901.05
2002-07-17,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1287.98,906.04
2002-07-18,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1253.21,881.56
2002-07-19,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1205.16,847.76
2002-07-22,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1165.48,819.85
2002-07-23,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1133.99,797.7
2002-07-24,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1199.01,843.42
2002-07-25,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1192.28,838.68
2002-07-26,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1212.41,852.84
2002-07-29,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1278.1,898.96
2002-07-30,0.7,0.8,20020712.0,57.0,,57.0,75.0,20020705.0,53.6,55.5,20020701.0,1283.62,902.78
2002-07-31,1.2,1.1,20020813.0,-85.0,,-85.0,60.0,20020802.0,50.2,55.0,20020801.0,1296.34,911.62
2002-08-01,1.2,1.1,20020813.0,-85.0,,-85.0,60.0,20020802.0,50.2,55.0,20020801.0,1258.22,884.66
2002-08-02,1.2,1.1,20020813.0,-85.0,,-85.0,60.0,20020802.0,50.2,55.0,20020801.0,1229.19,864.24
2002-08-05,1.2,1.1,20020813.0,-85.0,,-85.0,60.0,20020802.0,50.2,55.0,20020801.0,1187.07,834.6
2002-08-06,1.2,1.1,20020813.0,-85.0,,-85.0,60.0,20020802.0,50.2,55.0,20020801.0,1222.59,859.57
